Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
176,21.267724990844727,22.484783172607422,81.91817474365234,-3.2943741623237472,-9.392779686989199,85.74186468061012,8.552508,23.523247,0.33183268,35.54595,-26.98582,-15.000033,1.3634703,-19.608242,-8.25671,49.187115,-34.578922,13.1873045,2.7026703,-3.2610588,5.136423,-90.830444,4.0250793,-53.135197,80.41726,11.138089,12.787401,4.0487833,-96.22359,-1.8493878,41.515358,87.04278,-2.5508454,13.011265,-2.595639
177,22.730287551879883,21.920391082763672,81.20162200927734,-3.420116776331005,-9.073459536835783,86.18005913355721,6.416226,25.750355,0.25224894,38.583115,-26.006222,-15.000033,-0.15124078,-17.85311,-7.9856772,52.51496,-37.81598,12.577868,2.2119193,-3.9811285,5.33614,-90.39772,3.7873466,-53.485542,79.541046,10.683826,12.572988,4.099548,-95.955345,-2.1483386,40.553673,87.09367,-3.3389268,13.9152,-2.276738
178,24.03818130493164,21.27569007873535,80.50514221191406,-3.9860438226356876,-10.14986775055728,86.6662145951387,4.850276,27.83981,-0.27738816,42.827774,-25.610853,-15.000033,-0.6909142,-15.88406,-7.936028,56.127914,-40.615295,11.854825,1.4179684,-4.1370387,5.144143,-88.74078,3.2644897,-55.20939,78.640755,11.936483,12.562498,3.349066,-95.03965,-2.3444686,41.188263,87.81051,-0.095543966,13.572454,-0.576646
179,25.15351104736328,20.625722885131836,80.33391571044922,-3.9074570085713916,-10.883796330547524,87.7586955587518,2.980606,28.179134,-1.2335794,45.14241,-26.596067,-15.000033,-0.73817617,-14.297866,-7.7478223,57.599106,-42.534374,11.455601,0.87351155,-3.8731167,5.5100665,-87.34383,2.4592679,-56.53682,77.55977,15.006744,14.29278,0.624132,-93.797966,-2.4322863,42.053864,88.5728,-4.4148355,15.032484,0.658327
180,26.027515411376953,20.00717544555664,80.41407775878906,-3.4708632427856347,-11.540338120562101,88.57919882950773,0.867213,27.998205,-1.8863392,47.72718,-26.41813,-15.000033,-0.49446267,-13.670084,-7.8018303,58.035416,-43.26869,11.038344,0.28015408,-3.3183093,5.7405763,-86.275795,1.4421762,-57.889954,76.96112,15.683371,15.023248,-0.078488424,-93.06058,-2.468485,43.891853,89.905624,-4.5028324,15.536063,1.9679804
181,26.627429962158203,19.48280143737793,80.93583679199219,-3.142898464194543,-11.11221880633178,89.58541985372254,-1.5655842,27.208405,-3.166931,49.695385,-24.670765,-15.000033,-0.2817932,-12.586381,-7.574902,55.997074,-42.525177,10.700868,0.061724298,-2.4193742,6.2277503,-86.29592,0.30377108,-59.551952,77.141785,16.436237,15.460165,-2.510623,-92.95009,-2.4357798,46.207787,91.78172,-1.9461808,15.365281,2.95383
182,26.943748474121094,19.053226470947266,81.7772216796875,-2.0487005459860512,-10.982861440603328,90.45170273797207,-3.0746953,25.884516,-3.2410438,48.88358,-22.755789,-15.000033,0.116868146,-12.995569,-7.3706975,53.931866,-41.394306,10.79188,-0.3115045,-1.9101086,6.8321786,-86.67123,-0.941252,-60.05816,77.96777,15.841819,15.540653,-1.5788778,-92.63153,-2.3397462,48.23243,93.440895,-1.4094895,15.262991,3.9094899
183,26.98885726928711,18.755348205566406,82.75739288330078,-1.0840264686911303,-10.850892500207555,91.67905368930717,-3.658544,24.219408,-3.3440387,45.83058,-21.074839,-15.000033,1.1691613,-13.674067,-7.6213875,50.844646,-39.441216,11.562735,-0.55703634,-1.3292869,7.22293,-87.39774,-2.166753,-60.093628,78.603806,14.345033,15.43623,-0.711546,-92.21372,-2.237113,49.56855,94.418884,-0.6089823,15.321717,3.5847635
184,26.757061004638672,18.628246307373047,84.17081451416016,0.16414625651880574,-9.597968185021498,92.10179393763218,-2.6368473,22.151695,-3.0594609,38.347893,-17.681503,-15.000033,2.480532,-14.141337,-6.9528556,44.14565,-36.214844,12.565404,-0.362242,-0.61086893,7.6055603,-88.33422,-3.3823109,-59.511982,80.09143,13.092966,15.048774,1.0446923,-91.95338,-2.0255897,49.564266,94.784294,3.5732465,15.278576,2.9513717
185,26.28083610534668,18.645610809326172,85.29045867919922,1.2508343916168265,-8.886429362338925,92.41703143075678,-0.9077801,20.604805,-3.7669337,31.064365,-14.432165,-15.000033,3.9505334,-15.454184,-7.056269,38.861813,-33.35457,13.200781,-0.3211324,0.008273762,7.809125,-89.044235,-4.520269,-58.667564,81.60987,11.949075,14.912311,1.5561527,-91.828545,-1.8009663,49.801228,94.70115,4.936462,15.136322,2.478452
186,25.557392120361328,18.814849853515625,86.16150665283203,2.011623125674817,-8.085996260501576,92.59792447751143,1.2456068,19.649424,-3.9627402,24.275156,-11.733612,-15.000033,5.1224036,-16.49473,-6.839543,34.195965,-30.52625,13.909786,-0.24176264,0.716199,7.9832606,-89.673164,-5.5182805,-58.406345,83.49323,11.438361,14.701293,1.4098054,-91.78535,-1.5886552,49.993656,94.74457,6.187504,14.559292,2.1120746
187,24.601436614990234,19.137483596801758,86.8276596069336,2.6090419249969736,-7.042589264839346,92.20244420536768,3.6677635,18.530247,-4.3312726,18.783943,-10.492871,-15.000033,6.2872934,-17.571068,-6.533012,29.101364,-27.69064,14.50374,-0.10456615,1.511041,8.057466,-90.13824,-6.402304,-57.91944,85.42267,11.658409,14.954997,1.4657872,-92.19329,-1.3421793,50.21667,94.24046,5.7714024,14.676908,1.6285075
188,23.467544555664062,19.595272064208984,87.06538391113281,2.7878631879020968,-6.305113964444574,91.52553252183556,5.190572,17.724335,-4.166319,16.107077,-10.441947,-15.000033,6.951582,-18.479212,-6.0074434,25.960583,-25.705475,15.000033,0.010242041,2.155986,8.029232,-90.85947,-7.084233,-56.415257,86.64338,11.356664,15.292768,2.22821,-92.99443,-1.1669292,49.075317,93.36942,7.044575,14.687963,-0.40075922
189,22.21455192565918,20.184581756591797,87.00083923339844,2.504955201902276,-5.8661234545911,90.41996298915535,6.290604,17.043337,-3.8193412,15.332292,-11.939047,-15.000033,7.6453524,-18.97793,-5.242686,23.425535,-24.045504,15.000033,0.05271025,2.8612416,7.796871,-91.32519,-7.597757,-53.7608,86.98636,10.462599,15.498241,4.2465777,-93.98108,-1.0698044,46.931152,91.46607,8.236132,15.1786995,-2.9169884
190,20.90955924987793,20.905176162719727,86.52809143066406,1.533322673522344,-5.617876620395642,88.52589235960843,6.656785,16.139647,-4.067601,17.219215,-15.394183,-15.000033,8.096981,-19.054005,-4.7136164,21.579634,-21.960695,15.000033,0.1087582,3.2530959,7.587666,-92.88363,-7.688521,-48.8133,86.25683,9.238046,15.397443,9.396679,-95.61092,-1.2529031,43.31008,88.18662,7.124384,15.302486,-7.007004
191,19.610618591308594,21.74445152282715,85.9007568359375,0.8216299208007481,-5.812061308445983,87.16922041159576,6.06694,15.703813,-2.8667583,21.403255,-19.590242,-15.000033,7.5208855,-19.527205,-3.2038574,23.215513,-21.636003,15.000033,0.08441789,3.437739,7.445594,-94.30836,-7.3738017,-44.447685,82.65332,9.963481,15.288251,14.346677,-97.060715,-1.7597414,40.052994,83.67962,6.631377,15.071119,-10.537306
192,18.404613494873047,22.70352554321289,85.2041015625,0.38688772807245225,-5.609282925525592,85.65111425376882,4.1105156,15.281938,-2.0252051,27.935833,-24.915234,-15.000033,6.317182,-20.340773,-1.3936224,25.202768,-21.995512,15.000033,0.4265609,3.5572648,7.1281013,-94.60357,-6.3603487,-38.523445,75.66703,11.296547,14.860274,22.186296,-97.72051,-2.8450062,33.435627,75.750656,5.396218,14.522028,-17.437511
193,17.349092483520508,23.770463943481445,83.80659484863281,-0.11047438706644745,-4.398665558504162,84.13588948149166,-0.059721384,15.171523,-1.7239839,37.68649,-31.184269,-15.000033,2.8275876,-21.234211,1.2607857,30.37967,-23.783592,15.000033,-0.08610002,2.869015,6.491941,-93.2069,-3.9732165,-28.544893,60.122288,10.232533,13.952089,31.07514,-96.85194,-5.5490336,23.465258,59.382446,3.0360403,13.072406,-25.08123
194,16.530109405517578,24.885835647583008,82.47576904296875,-0.4271246529818203,-3.652431882656692,83.87575818755728,-3.214673,15.004207,-2.1611397,45.43461,-35.466335,-15.000033,-0.3263801,-21.495897,4.6761723,37.315254,-24.574564,15.000033,-0.18991832,2.252476,5.6933517,-84.83431,-1.9526396,-23.721413,35.665043,13.468416,11.929567,34.54473,-87.57819,-8.0199175,16.605936,32.71843,-5.7078147,10.770409,-28.552944
195,15.976275444030762,25.997957229614258,81.05900573730469,-0.8768826360801121,-4.083381698511,84.0698123816326,-5.268875,15.732633,-2.2500849,53.135025,-39.278057,-15.000033,-1.4663063,-21.880693,5.7177086,42.94177,-27.055246,15.000033,0.44895577,1.650841,5.517102,-73.82481,-1.8423623,-24.00412,9.5657215,14.759879,8.479127,34.72328,-73.286766,-8.158539,14.401665,3.1452968,-11.8717375,8.750762,-29.257236
196,15.69057846069336,27.12749481201172,79.2319107055664,-1.6410582932777424,-3.208232559841118,85.10699675348101,-9.0465145,16.32117,-4.355448,61.184742,-41.370556,-15.000033,-3.493656,-21.974321,5.4325147,49.375256,-27.905788,15.000033,1.5171127,1.007322,6.6389885,-62.460773,-2.9668977,-28.296005,-13.195708,13.134383,2.7009397,32.784584,-57.02651,-6.5284276,17.369352,-23.99604,-14.305778,3.2958498,-28.316729
197,15.675999641418457,28.20742416381836,77.82307434082031,-2.459476229761306,-2.236443351129542,85.45627907185755,-11.293336,16.394833,-6.6161895,66.26285,-42.66882,-15.000033,-4.2941394,-21.440596,5.2830176,52.805862,-29.240845,15.000033,2.679886,0.45264164,7.6713324,-54.260937,-3.9826612,-32.63585,-24.33897,13.638598,-0.18768714,31.492088,-44.11392,-4.6804523,21.873049,-37.668865,-15.001554,-0.88610214,-26.5831
198,15.914986610412598,29.188159942626953,76.9017562866211,-2.8373890806571826,-0.7750821810108336,85.64286681865474,-12.8289,16.535097,-7.833814,68.62148,-42.808388,-15.000033,-4.8424454,-21.026855,4.9080396,54.81654,-29.620285,15.000033,3.5075533,-0.5464163,8.130943,-48.730774,-4.4668016,-36.22697,-28.910017,15.631561,-1.9316763,30.039566,-34.796055,-3.4158864,26.484514,-44.197548,-16.0371,-3.9142215,-24.10624
199,16.375425338745117,29.99638557434082,77.21400451660156,-2.865693492517987,0.25636076309051636,86.70228391871932,-12.928056,17.266064,-7.8665495,66.86584,-41.196438,-15.000033,-4.7170076,-20.83374,3.0992815,55.363003,-28.255209,15.000033,4.253299,-1.9289122,7.925652,-44.892406,-4.3288083,-39.235714,-29.694921,18.985678,-1.9969447,28.956532,-29.092161,-2.9527977,30.368717,-45.44948,-16.990969,-5.333692,-22.896791
200,17.020692825317383,30.592653274536133,78.3863754272461,-3.2115381280375455,0.8841772149597205,87.79913449493498,-11.699818,18.662752,-7.4632535,62.178112,-38.699173,-15.000033,-3.2066877,-20.100025,0.3134113,52.29535,-26.961105,15.000033,4.671009,-3.1451504,7.389879,-42.80721,-3.8169298,-39.766724,-29.11839,20.837564,-1.4324954,27.281351,-26.572731,-3.040895,32.132492,-44.10272,-18.00263,-5.814457,-21.773264
201,17.7766056060791,30.96887969970703,80.03755187988281,-2.920419841996891,1.5117980953836063,88.65512475124564,-9.326688,19.242764,-6.3088036,54.808544,-34.773964,-15.000033,-1.0248863,-19.561169,-2.3877828,46.385593,-24.922413,15.000033,4.503166,-4.5769715,6.5442405,-42.88527,-3.1895833,-39.412872,-28.423767,21.337517,-1.0617944,27.105368,-27.293531,-3.4513135,33.0672,-42.10031,-18.499676,-5.556729,-21.211763
202,18.580720901489258,31.134021759033203,82.22856903076172,-2.458638004808021,2.1070490851117647,89.07962338583967,-5.3395166,20.012009,-3.726029,44.08283,-28.84385,-15.000033,2.2729845,-18.580257,-5.393332,37.057285,-22.687033,15.000033,4.014027,-5.675333,5.3438954,-44.873363,-2.590327,-37.816685,-27.573471,21.65509,0.20347463,29.506617,-31.18753,-4.0957513,33.39211,-38.841415,-19.445772,-4.541924,-22.164244
203,19.35809326171875,31.11988067626953,83.96277618408203,-2.070334355804278,2.096459469305489,89.4410315820317,-2.0117288,20.490145,-2.1285872,35.940575,-22.613178,-15.000033,5.51264,-17.006844,-6.8474183,28.13266,-19.648306,15.000033,3.0359514,-6.0894413,4.059924,-48.75517,-2.0447998,-34.04208,-24.88056,20.062359,2.3197243,30.994772,-38.477413,-4.8674793,31.071714,-33.411606,-19.840029,-1.7792554,-22.625185
204,20.043685913085938,30.990949630737305,85.17301940917969,-1.7594640807232196,1.5814796675830203,89.33518872155399,0.844271,21.216242,-0.3528821,29.67382,-17.649649,-15.000033,8.234663,-15.843895,-7.5548854,21.268167,-17.344019,15.000033,2.2315052,-6.29005,2.855475,-54.27162,-1.5476533,-29.513346,-18.766037,18.327173,5.2152157,32.101585,-47.51705,-5.5622406,27.636148,-24.610018,-18.98291,2.2544494,-23.508802
205,20.559606552124023,30.83989715576172,85.7276382446289,-1.4759093644353445,1.3914935542714377,88.44845582656801,2.4144988,21.561237,0.88222486,25.235891,-12.896,-15.000033,9.524275,-15.121228,-7.0130496,16.964437,-16.151735,15.000033,1.5970763,-6.259334,1.9051948,-63.91589,-0.6379756,-21.837156,-2.688901,12.567693,9.645923,36.37259,-62.949142,-6.5459876,21.363077,-3.4612854,-15.602272,8.570737,-26.532202
206,20.86532211303711,30.703893661499023,85.86553955078125,-1.1560239051104042,0.41167943216657976,87.55022358071429,3.006724,21.446432,1.0063084,23.688467,-11.824007,-15.000033,10.258183,-15.314576,-7.2603607,15.924877,-16.514847,15.000033,1.4979681,-5.9113054,1.8023012,-73.02116,0.6431827,-18.937597,13.5432,7.588635,11.742821,39.647366,-75.025475,-7.870471,18.421782,16.901556,-10.086183,10.893269,-28.41243
207,20.94659423828125,30.640193939208984,85.87372589111328,-1.0510797056407333,-0.37172077391476227,86.44789168155788,3.4016504,21.354176,0.7916931,23.111063,-11.7798,-15.000033,10.682399,-15.535531,-7.3213983,15.417082,-17.489525,15.000033,1.5199804,-5.479183,2.204283,-80.2,1.777427,-18.533619,26.970154,2.6456707,13.359928,41.122044,-83.51968,-9.105805,17.04236,33.459137,-1.7702167,11.703783,-29.2942
208,20.779150009155273,30.669498443603516,85.24116516113281,-1.3753759175290203,-0.8862299530427481,84.84285048892552,4.739188,21.262875,1.4860252,22.653347,-13.677169,-15.000033,10.742133,-15.917157,-6.7717476,15.9933605,-20.398392,15.000033,1.5513868,-4.743516,3.0383205,-88.158775,2.5431745,-19.740807,43.025608,-3.8648238,14.381524,40.560333,-91.8042,-10.083284,17.30448,52.89518,12.452685,12.664551,-28.898802
209,20.424728393554688,30.75767707824707,84.74575805664062,-1.7279510358758072,-1.7303734904127348,84.2555463920552,5.4464417,21.211365,1.2749306,23.561684,-15.334559,-15.000033,11.132584,-16.310606,-6.8426747,17.290556,-22.218208,15.000033,1.6101568,-3.7050414,3.0251184,-90.11652,2.7058105,-21.532566,47.93802,-4.5094748,15.356243,39.0026,-92.90876,-10.39207,17.766886,56.389133,15.465477,12.961292,-28.284409
210,19.89344596862793,30.909454345703125,84.26741027832031,-1.856017066381993,-2.4388748090451764,83.4808025938403,6.116603,20.361565,-0.19089182,24.779497,-17.758787,-15.000033,11.577874,-16.934011,-6.495413,17.928854,-23.400589,15.000033,1.5836947,-2.5030706,2.183647,-89.19923,2.7749922,-22.118961,46.425346,-4.6033416,15.009253,39.05184,-91.22428,-10.629062,16.34339,52.5736,15.343594,12.672699,-29.497553
211,19.208330154418945,31.10744857788086,83.93887329101562,-1.8113456475155743,-3.619750586771368,82.72294853062148,6.4531903,18.700953,-2.9268126,27.459974,-21.678947,-15.000033,12.151624,-17.734781,-5.732123,18.984951,-24.43337,15.000033,1.6465408,-1.3150043,0.65558845,-85.68393,2.6452208,-22.77347,39.718395,-2.8844244,13.859927,39.043877,-85.5047,-10.713097,13.534846,41.062645,12.31314,10.912637,-31.558733
212,18.397354125976562,31.369125366210938,83.60076141357422,-1.6430002411654425,-4.176350929476129,82.19582084576314,5.391459,17.210169,-4.0620484,32.424583,-24.729668,-15.000033,11.266531,-18.65201,-4.396845,21.734692,-24.543726,15.000033,1.9329191,0.15602256,-0.21813834,-78.906456,1.9384934,-22.411327,25.031353,0.9446307,11.026733,40.41,-77.57586,-9.959825,11.977153,23.637484,4.174909,10.033347,-31.44435
213,17.48611068725586,31.695890426635742,83.23405456542969,-1.6115778446465516,-5.051971337989797,81.49547290618352,4.276788,15.282637,-5.178656,38.24848,-28.856485,-15.000033,10.151829,-19.719784,-3.3351707,25.319515,-24.421345,15.000033,1.8374866,1.6058848,-0.38138428,-70.67636,0.5307034,-23.466284,6.6489825,4.158232,6.09584,38.065166,-67.92127,-8.250994,12.643419,2.4255135,-3.8902724,8.30857,-29.072784
214,16.553178787231445,32.1094970703125,82.53822326660156,-1.6469958727468443,-5.2111185025412015,79.75243811480762,1.6581534,13.18615,-5.8490124,46.308044,-33.932915,-15.000033,7.9039173,-21.101341,-2.1650667,28.895164,-23.957474,15.000033,2.0976584,3.1604161,0.5410283,-61.690517,-0.99441874,-27.436916,-12.986917,5.5294204,0.50036716,32.4329,-54.763916,-5.9031563,16.917679,-21.697546,-9.290969,5.958976,-25.601343
215,15.659652709960938,32.59836959838867,81.70246887207031,-1.712495214812056,-5.11497171843317,78.6954331344,-0.2081889,11.952846,-5.290761,51.69828,-37.787575,-15.000033,6.3827214,-22.3498,-1.2411182,31.266026,-23.800592,15.000033,2.21944,4.364422,1.5697105,-54.495567,-2.2494001,-31.543879,-24.217697,9.122618,-2.5112798,29.20135,-45.651676,-3.8095524,21.83598,-33.865604,-10.233615,2.9849515,-22.282402
216,14.885647773742676,33.13356018066406,81.03563690185547,-1.9637114835977705,-4.649184244170683,78.02435710599983,-1.9217879,11.859365,-4.303659,55.753975,-40.204735,-15.000033,5.2147894,-23.23748,-0.787614,32.620354,-22.610823,15.000033,2.7008703,5.3679476,2.6397352,-48.132263,-3.122046,-35.908092,-31.207487,12.848764,-4.178318,26.265984,-37.693787,-2.265764,27.16157,-40.574993,-11.812425,0.5225212,-19.964249
217,14.249539375305176,33.69387435913086,80.58078002929688,-1.4840087107345787,-3.0701030991766287,77.45735346573181,-3.7282872,10.689239,-3.6339815,57.529984,-41.238583,-13.964709,4.1681185,-24.981518,-1.3004216,32.044434,-20.008617,15.000033,3.6300826,5.748884,3.2163067,-42.1334,-3.4870732,-39.240574,-34.718998,14.765659,-5.5112386,23.82384,-30.929804,-1.413826,32.271824,-43.907207,-13.759514,-1.0679086,-18.71516
218,13.760577201843262,34.203800201416016,80.64624786376953,-0.8476047951008304,-2.1233661431923854,77.8475907511366,-4.0884967,9.732078,-2.8203936,56.785667,-41.12101,-12.527657,4.4662113,-26.61872,-3.020678,31.105335,-17.60581,15.000033,4.387823,5.3769174,2.5940027,-38.015705,-3.371317,-40.479298,-34.479973,16.53241,-5.7204933,23.201422,-27.483038,-1.2399029,34.69074,-43.192593,-15.659637,-1.3565451,-17.683695
219,13.46606159210205,34.60670852661133,80.929443359375,-0.5931002306112835,-1.8717051128434181,78.18969579673355,-3.6743329,9.615322,-1.9268674,55.709187,-40.803734,-11.287998,5.5318255,-27.145647,-4.575269,29.745472,-15.18467,15.000033,5.0653033,5.0600495,1.6328816,-34.365746,-2.8542953,-41.103714,-33.420513,18.229652,-5.0372896,22.532875,-25.476643,-1.6521487,36.240677,-41.043095,-17.191685,-1.3894295,-17.05906
220,13.371674537658691,34.87199783325195,81.41399383544922,-0.21646108598716118,-1.8848390627454705,78.76837214280503,-2.6356559,9.706943,-0.91108483,53.52116,-39.954815,-10.130953,6.7030926,-27.316458,-5.8301578,28.511522,-12.546657,15.000033,5.770609,4.68855,0.42062503,-30.371958,-1.9346838,-41.326496,-31.565372,20.250216,-4.3352275,24.460587,-23.534864,-2.5532792,37.881252,-38.664803,-18.462227,-1.2603195,-17.126322
221,13.447235107421875,34.98112487792969,81.83216094970703,0.10308107766428634,-1.8789123445294469,79.07137941723124,-1.6703606,9.779866,-0.18194962,51.362724,-39.059345,-9.584846,7.507254,-27.445915,-7.2186337,27.465473,-10.274825,15.000033,6.2610507,4.323176,-0.5583055,-27.341728,-0.71403646,-41.169167,-29.847866,19.886463,-4.267717,25.354324,-22.404106,-3.7851353,38.50829,-36.395878,-18.924398,-1.2824327,-17.047333
222,13.671809196472168,34.92401123046875,82.24845886230469,0.529636512876971,-2.094485535764089,79.36227520980685,-0.55970407,9.998256,0.70214325,49.15705,-38.27286,-9.031276,8.177456,-27.645987,-8.815791,26.865673,-8.163687,15.000033,6.7601705,3.8702655,-1.423277,-24.369167,0.75208074,-41.12974,-28.015923,20.340046,-4.5640755,25.644232,-21.007816,-5.2946754,39.96608,-33.85235,-20.160164,-1.357064,-17.2642
223,14.005181312561035,34.71174240112305,82.70453643798828,1.0574735575751082,-2.8845046134486667,79.54841014723216,0.8014599,9.903436,1.1150028,47.371403,-37.362686,-8.235214,8.518518,-27.790321,-9.605724,27.27922,-6.6460867,15.000033,7.239536,3.2205594,-2.2180495,-21.021463,2.472069,-40.93069,-25.430933,20.654177,-4.448086,27.394497,-19.284216,-7.128399,42.08437,-30.293447,-21.624258,-1.0642343,-18.09615
224,14.419720649719238,34.38139343261719,82.7793960571289,1.6469571660805082,-3.5401021734239344,79.65930502060318,1.3572445,9.697415,1.1229148,47.009094,-37.06828,-7.850911,8.392726,-27.848011,-9.93399,28.22362,-6.6744018,15.000033,7.6203895,2.600132,-2.490269,-18.102804,4.2963905,-40.544647,-23.852194,20.439394,-4.377362,26.555822,-17.47508,-9.105283,43.589146,-27.858654,-22.54881,-0.82741356,-17.861336
225,14.873245239257812,33.9636116027832,82.66064453125,2.2667033940927563,-4.412658520106127,79.82972446411796,1.6059643,9.628978,1.1078032,47.705055,-37.187283,-7.434618,7.770611,-28.077543,-10.05897,30.285744,-7.8601704,15.000033,8.006985,1.9740514,-2.6006014,-14.519662,6.1640053,-39.63621,-20.931429,19.666107,-3.536421,26.109037,-15.439983,-11.133236,44.50879,-25.038092,-23.332228,0.3591555,-17.024239
226,15.341699600219727,33.514930725097656,82.37671661376953,2.7436248190961785,-4.825327432334147,80.10953896884325,1.2186086,9.347968,0.3491984,48.638622,-37.45389,-6.9943666,6.053708,-28.381573,-9.668462,33.677555,-9.526632,15.000033,8.513891,1.2331306,-2.3751628,-9.600043,8.109817,-38.202347,-16.287073,19.333994,-1.6695201,25.607615,-12.664075,-13.128104,44.621647,-21.680332,-23.11645,1.6477678,-14.064185
227,15.805549621582031,33.07870101928711,81.79177856445312,2.8744724342381898,-5.039824074175823,80.44754851180606,0.1574607,9.293139,-0.92120165,50.713985,-38.531162,-6.891493,3.9408436,-28.89384,-9.174863,38.383053,-12.097189,15.000033,9.019783,0.83764136,-1.8801411,-3.8301265,10.062257,-34.880325,-11.736157,17.41731,-0.43637738,29.502062,-8.504302,-14.940971,43.391304,-20.13707,-23.895573,2.0023346,-14.021839
228,16.273122787475586,32.6878662109375,81.19222259521484,2.1255387410625404,-5.837467078324062,81.2640419085786,-1.2323291,10.510045,-2.3614438,54.449417,-39.878544,-7.153744,1.435122,-28.871986,-7.900074,44.713543,-15.307798,15.000033,8.806724,0.91354316,-1.1047772,3.3735049,12.3179865,-26.534801,-2.0725095,10.140735,-0.43343595,38.483437,-3.1159396,-16.696507,38.637432,-20.199348,-25.345085,1.5077834,-16.580097
229,16.768892288208008,32.40105438232422,80.65287017822266,2.223706680085183,-6.837902171942039,82.47368506860266,-2.48752,11.27201,-2.9664671,57.889233,-41.30076,-6.8982086,-1.4559631,-30.356512,-7.7309284,50.883472,-19.51472,15.000033,7.912492,0.5069355,0.24732508,11.587767,15.411079,-12.022901,8.300664,-4.023887,-1.9778278,47.417118,1.3297126,-19.007807,30.899714,-19.003193,-22.704021,-0.13590127,-19.584085
230,17.29596710205078,32.308815002441406,79.6796646118164,2.5452557965711833,-6.791596940834255,83.06074935212173,-3.908866,11.370387,-3.898349,60.718494,-41.840805,-7.180061,-3.2586737,-29.96422,-5.9758615,53.590023,-23.138367,15.000033,7.0066695,-0.93412364,2.3509817,18.37608,18.69586,-0.50922817,3.4274266,-10.561537,-3.777535,54.888073,8.437907,-21.866472,27.59181,-20.397474,-22.184195,-1.5616499,-21.473372
231,17.804841995239258,32.435821533203125,79.59540557861328,2.4346305399578143,-7.268565395473598,84.27601944473656,-4.123213,11.911775,-4.826262,61.27282,-41.1259,-7.627796,-2.9207404,-29.036638,-6.424765,54.059708,-24.458162,15.000033,7.6827116,-2.4437711,4.23589,21.91473,20.854961,12.2789545,-6.445432,-16.972916,-4.1468987,54.473953,16.80379,-25.118649,25.653318,-21.822681,-22.22776,-4.6621084,-19.743448
232,18.29526138305664,32.81193161010742,80.45113372802734,1.4503318393994382,-8.19596784888374,86.59586495467991,-2.769712,14.011199,-5.243507,58.53476,-39.22926,-8.216911,-0.830705,-25.02574,-5.86251,52.474148,-24.218477,15.000033,9.042624,-3.3848505,5.7269216,18.200483,21.995783,25.295637,-19.815277,-20.79597,-1.7677034,53.345116,28.421278,-29.028576,24.978947,-16.60903,-28.798498,-2.8408675,-10.620117
233,18.663013458251953,33.45656204223633,81.8095474243164,0.13282903916294717,-7.9635699934072655,88.52712691664446,-1.4975749,16.53699,-4.731705,53.80221,-35.421925,-9.710141,2.0975318,-22.158966,-7.857269,47.59764,-23.370705,15.000033,8.747189,-3.3231013,6.0666428,11.740266,22.737375,32.286064,-29.025543,-17.01468,-0.89394015,49.303246,35.686596,-32.66816,24.532272,-13.652075,-31.551556,-2.9345946,-3.3139367
234,18.918134689331055,34.31647872924805,83.30425262451172,-1.9834421611294328,-6.382905379732958,90.46273276466317,-0.5663336,19.294388,-4.470503,47.381165,-30.332674,-11.369408,6.181153,-18.293524,-10.409361,38.705906,-22.143562,15.000033,7.6666617,-2.84832,5.625601,4.311578,23.887419,34.351936,-37.591072,-10.16464,-0.93728226,47.865864,42.092773,-35.66104,24.16411,-14.04108,-31.555052,-3.9841259,-2.4554758
235,19.075794219970703,35.280792236328125,84.24299621582031,-3.6076021816077968,-4.080337515523689,92.45666544307484,0.2541721,20.77812,-4.477255,41.13001,-24.438719,-13.337677,10.448109,-15.179574,-12.771105,29.080082,-20.519955,15.000033,6.571425,-2.2494621,5.2327547,-3.4423697,26.117294,32.010315,-44.952873,-1.4191061,-1.2743049,44.303177,47.311176,-38.03658,24.41344,-15.531289,-30.473042,-5.9360957,-3.2817755
236,19.195545196533203,36.19203186035156,84.22119140625,-4.706455386698259,-2.5901754168607063,94.3863231726202,-0.06877711,21.974047,-4.1352654,39.725254,-20.652987,-15.000033,13.410133,-12.752242,-13.360765,23.573547,-20.127491,15.000033,5.649481,-1.826681,4.413037,-10.424748,29.136461,29.541359,-47.494488,1.4436421,-3.0046983,41.103558,51.901237,-39.59669,22.930107,-18.005861,-28.830818,-7.23804,-2.9427698
