Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
53,13.793889045715332,9.091797828674316,75.25017547607422,2.7236278467308606,-8.719073328332684,74.67621380763921,4.3922105,5.9650593,-1.3670136,55.4751,-38.83915,-9.142484,-0.66070944,-23.090343,7.6278806,46.59096,-24.555004,15.000033,2.4826133,6.2861686,2.424674,17.282232,37.616367,-16.194609,-14.1100645,22.351824,1.6163132,14.830727,19.316238,-35.505966,16.294918,1.3020825,-15.736626,2.7474008,-7.958278
54,12.90772533416748,8.605857849121094,74.64151000976562,4.5432857720613,-9.51388773667909,72.85978178260613,3.9610975,4.876826,2.084512,57.9353,-41.309086,-6.430813,-4.1223445,-26.125301,8.773843,49.161263,-23.288818,15.000033,2.5496912,6.6649323,1.3089968,13.846099,37.1271,-4.753231,5.482729,19.643745,1.6610819,19.176575,13.719945,-38.186195,5.463924,11.920725,-11.62837,3.7827203,-12.412153
55,12.09351921081543,8.463845252990723,73.86544036865234,6.10607363356526,-6.225032838656324,70.81653033218359,1.8931183,4.5288854,6.8463798,57.20267,-43.41021,-4.334472,-8.462201,-28.2743,9.896108,46.382046,-21.906084,15.000033,1.3532147,6.850923,3.6959672,15.937639,40.757576,16.904179,11.602972,6.382831,0.03102761,30.261452,10.511316,-44.84342,-15.810275,10.461443,5.6988287,0.8162987,-25.919127
56,11.338820457458496,8.47378158569336,74.19010162353516,5.031286316713791,-5.7785693103136415,69.37032012405504,2.757592,5.743289,9.006313,55.554897,-43.715034,-3.6100028,-9.585311,-27.651497,8.942705,44.674644,-17.234528,15.000033,1.0069801,7.4556966,6.4287486,18.860498,44.18487,41.542114,6.213934,-12.893923,-2.527073,39.610817,12.235921,-50.457882,-41.4358,0.6518272,20.885588,0.106830895,-34.06183
57,10.679110527038574,8.582184791564941,74.29878997802734,4.276337484188022,-4.260199075435416,67.56281378334015,3.4043345,6.570968,11.787375,52.734913,-44.42417,-3.401847,-10.753742,-27.941776,7.2476006,41.95142,-14.18798,15.000033,1.3404084,7.705692,7.026695,15.887162,46.511124,58.349823,-1.7923372,-21.74659,-6.2484736,44.86709,7.502356,-53.492107,-52.91262,-9.316206,23.98135,-2.3826268,-36.754856
58,10.12370491027832,8.619869232177734,74.41827392578125,3.989655487679249,-4.929980316437707,66.73333105572897,5.0628204,6.864399,13.47166,51.48168,-44.987617,-3.729742,-11.288627,-28.506977,5.4150605,42.461773,-11.434684,15.000033,1.8211408,8.349347,6.199994,8.688787,48.56232,66.50454,-10.462232,-18.838629,-4.9154086,47.9397,-3.2198498,-55.59941,-52.742214,-20.839128,20.39639,-3.9171474,-36.245216
59,9.64621353149414,8.592995643615723,74.08329010009766,3.8650537416154958,-5.431712377837206,66.60510020915136,4.743095,6.5769734,13.2500305,53.169415,-46.33566,-3.5504935,-12.742358,-29.153896,3.9380789,45.004387,-12.491037,15.000033,1.8930641,8.525445,5.208023,2.3347027,50.331505,67.65073,-16.317465,-16.598583,-5.4737043,48.17466,-14.027815,-56.785652,-46.78619,-27.411884,17.304571,-5.071195,-35.499252
60,9.246016502380371,8.5029935836792,73.24854278564453,3.9945200733746495,-6.313415453678741,66.54060766528958,3.691229,5.6299496,11.855672,57.028664,-48.084194,-3.387941,-15.300873,-29.949234,3.364509,50.36542,-15.083579,15.000033,2.3182712,8.562671,4.0288906,-3.4757383,51.370132,65.65761,-19.43759,-14.234757,-7.4148445,49.073074,-22.276167,-56.441692,-38.19511,-32.416256,15.832371,-7.7303762,-34.236794
61,8.941720008850098,8.398465156555176,72.463623046875,4.445143012918093,-7.910429620222687,65.66749540068807,2.4834738,4.554016,10.817732,62.607647,-48.945126,-2.6351597,-18.482014,-31.214653,2.9956174,56.436783,-16.433905,15.000033,3.7878728,8.350624,2.844492,-8.538634,51.24192,60.708557,-22.592627,-10.9459095,-11.40881,52.841606,-27.933668,-54.22128,-25.452528,-39.02475,13.0387745,-13.991757,-31.049255
62,8.767156600952148,8.443263053894043,71.88147735595703,4.470466368852011,-8.661880302622716,66.46977808312954,1.4767084,4.1239758,9.592929,65.77724,-49.577,-2.704581,-20.632082,-30.937525,3.5613608,61.015354,-17.83877,15.000033,4.0119753,7.12198,2.4210203,-11.068871,50.422874,57.106625,-25.843977,-8.381832,-13.912768,54.096027,-30.011778,-52.206318,-19.163773,-42.96499,12.0476055,-17.781477,-27.339417
63,8.751935958862305,8.70222282409668,71.92779541015625,3.77139277406697,-8.07919573564883,68.27223301644472,0.02151019,3.7706993,7.305974,66.45445,-49.536274,-2.5564635,-21.197338,-30.353369,2.4208064,62.273502,-18.010918,15.000033,3.019323,4.4982324,1.8202338,-11.237413,49.015175,53.298103,-31.382381,-9.1021595,-17.31419,51.94906,-33.929047,-52.773552,-18.734396,-45.106064,12.44424,-19.433542,-20.713892
64,8.937697410583496,9.177545547485352,73.01081085205078,2.544377183686726,-7.288639230080414,71.57180522654487,0.14989637,4.129506,4.6410193,62.852478,-48.641525,-2.754397,-18.695728,-29.255436,0.24099971,59.783386,-17.31875,15.000033,-0.51149905,0.972676,1.1132617,-11.10977,47.2033,47.878326,-39.076283,-11.87256,-16.56642,36.86332,-45.437218,-57.372753,-20.804852,-42.196518,11.751158,-11.178053,-7.794976
65,9.305631637573242,9.831693649291992,74.48822021484375,1.2012373303958561,-6.484957186279705,74.76064090695375,1.3743175,6.497199,4.1085033,57.650845,-45.925846,-3.8075998,-14.15197,-27.11767,-1.4899157,54.300987,-16.1077,15.000033,-2.8036888,-0.6525505,0.15688178,-13.5706835,45.35449,39.465233,-42.811554,-13.7408905,-15.777357,23.762852,-55.9746,-63.361347,-18.709488,-31.09917,10.792433,-6.0212264,-6.759863
66,9.882250785827637,10.559686660766602,76.23104858398438,-0.90569876453912,-5.318502138895795,78.62974793999958,3.3900614,10.222935,3.8464417,49.720924,-41.910427,-6.570276,-7.7599764,-23.241894,-2.539274,45.976246,-15.9624,15.000033,-4.0299034,-0.6874182,-0.62150234,-18.4403,44.456715,30.393433,-44.49099,-10.944697,-13.366539,21.288769,-62.152138,-69.87799,-14.732092,-15.326105,12.742614,-2.2136595,-13.35438
67,10.603886604309082,11.231243133544922,77.8606948852539,-2.3608057168823393,-4.444138217491703,82.13273888160819,6.0620213,13.284531,4.2615814,40.68598,-36.63965,-10.641271,0.0062333983,-19.601475,-1.7598189,35.851738,-14.564472,15.000033,-4.250581,-0.42334735,-1.3099357,-28.349123,46.05388,21.716629,-42.405254,-7.130192,-7.520721,17.407986,-66.58512,-76.638725,-8.534756,2.3368125,18.356112,1.0749124,-21.307901
68,11.41526985168457,11.697888374328613,78.33394622802734,-2.7132419950207254,-4.305249636902085,84.95355070893683,6.7629786,15.516758,4.905381,37.994286,-33.539425,-13.381361,5.5495696,-18.59226,-2.9351587,30.853264,-15.247393,15.000033,-1.7984034,-0.05197952,-2.0640848,-47.476974,48.77635,9.131537,-30.304817,-3.5492814,-3.1521766,19.822788,-68.64495,-81.65742,-5.0932255,11.597046,23.157703,0.48731866,-27.483696
69,12.215682029724121,11.918072700500488,78.37716674804688,-2.9805093002108403,-4.568230544911565,87.3724180976751,6.0193114,16.941402,3.8533232,38.683735,-31.51208,-15.000033,8.411439,-17.280104,-4.488961,29.999146,-16.989788,15.000033,0.27090696,-0.6444182,-2.5178854,-67.4156,51.142,-0.2283903,-20.005508,-6.0601215,-2.2639086,23.671427,-64.46355,-84.318726,-8.223463,11.408776,26.104898,-1.3815261,-32.699856
70,12.839567184448242,11.891319274902344,77.91207885742188,-3.8697751520209933,-4.661238269438107,88.8504612463601,4.092415,18.05104,1.5489424,41.57051,-31.110792,-15.000033,8.500136,-16.776134,-7.7091556,33.551502,-22.137436,15.000033,1.2550318,-1.0106759,-3.2643657,-79.50197,52.47655,-5.5393825,-15.940899,-7.8840623,-4.3243327,28.839558,-54.31783,-83.16138,-16.413364,-0.35941863,22.164333,-7.046202,-39.853622
71,13.345785140991211,11.643189430236816,77.1451187133789,-3.9659743454647165,-5.619052131082196,89.39257040456727,2.5369575,18.522089,0.063565046,45.88817,-32.00508,-15.000033,7.7838078,-17.476532,-9.428857,38.80681,-27.603622,15.000033,2.0945733,-1.5154579,-3.790409,-83.106865,53.05987,-5.603863,-16.608189,-7.466486,-6.333998,31.503511,-44.507378,-78.968094,-24.25202,-11.266507,18.296202,-13.757322,-41.90451
72,13.707679748535156,11.244060516357422,76.42053985595703,-3.7983205197159395,-6.816551326876046,90.46894911113155,1.3822008,18.505188,-1.6770575,49.288494,-33.241093,-15.000033,6.972018,-17.984114,-9.763157,44.15831,-30.862566,15.000033,2.8301537,-2.1577237,-3.6293836,-80.81969,53.356846,-1.8922693,-18.476152,-9.549151,-7.769148,33.330914,-39.9292,-74.27618,-28.622215,-20.365484,16.111984,-17.33795,-40.726894
73,13.9492769241333,10.778216361999512,75.34447479248047,-3.043217764345284,-7.296680691604637,92.4912594757405,-0.75667274,17.80663,-3.5628123,52.94845,-34.7694,-15.000033,5.158731,-18.288454,-8.257212,50.330738,-33.25194,15.000033,2.473483,-3.1689649,-3.1303875,-70.18033,52.980087,6.7988405,-22.167831,-10.172162,-8.988488,35.939606,-41.783146,-71.29908,-29.434158,-28.639416,13.320093,-15.332768,-34.209007
74,14.077012062072754,10.274603843688965,74.4859619140625,-2.899286333417578,-8.828515220879272,92.10322760594886,-1.0088452,17.158875,-4.6912303,56.555347,-37.653297,-15.000033,3.8513753,-18.694286,-6.5559063,55.105267,-34.326595,15.000033,1.3655691,-3.4844484,-3.0353985,-58.563396,50.78019,14.65145,-27.091015,-11.897234,-11.348703,39.1338,-51.063133,-70.331924,-25.84148,-31.412947,14.997341,-10.1964855,-27.605263
75,14.11410140991211,9.811549186706543,74.51524353027344,-2.105357254169952,-9.85777362501488,91.62572952252752,-0.1748955,15.588618,-4.5777855,56.62675,-39.366264,-13.296438,3.8182037,-19.520607,-5.3228116,55.551983,-33.552,15.000033,0.9420759,-3.054661,-3.5356493,-50.33582,46.84211,15.626772,-31.220901,-12.140292,-14.105729,39.56906,-61.56975,-69.75496,-18.445707,-25.674934,18.323196,-4.550945,-26.195312
76,14.127424240112305,9.4435396194458,74.8364486694336,-1.1153806286082832,-10.0712707845565,90.76389710313414,0.9088507,13.811303,-4.1339326,54.771053,-39.412445,-12.828935,4.450593,-20.33113,-4.3987703,53.006077,-32.854492,15.000033,1.6498835,-1.6498396,-4.0150375,-49.958588,42.798428,12.591535,-35.048855,-12.014838,-15.412751,37.727608,-69.08667,-68.66534,-11.648213,-19.382744,19.323534,-1.4442,-26.513111
77,14.156265258789062,9.17550277709961,75.35914611816406,-1.0754927356770003,-10.72384088564269,90.04876725730225,2.9236832,14.069184,-2.9387693,51.956142,-38.730972,-13.338929,5.6661386,-20.06575,-4.2461147,50.31164,-32.505295,15.000033,3.7664742,0.711347,-4.3648214,-57.221035,40.728157,9.691555,-33.013355,-9.913434,-11.403624,39.141434,-66.85159,-66.53679,-10.233486,-20.345638,14.323647,-0.44755504,-29.91186
78,14.1912202835083,9.029463768005371,76.32474517822266,-1.2339467466087988,-11.158036845578286,88.7773594640939,5.297563,14.8519335,-0.9162993,47.997993,-36.63597,-15.000033,7.0402694,-20.253017,-5.7471867,46.61629,-30.835733,15.000033,5.524404,2.2735589,-5.224311,-65.32997,41.443565,5.4147034,-28.97968,-4.6473503,-6.5516286,39.722267,-53.87528,-63.52391,-13.033061,-27.44011,10.396565,-3.9126668,-33.360577
79,14.205320358276367,8.989970207214355,77.87049102783203,-1.3477613605300143,-11.65736531690136,88.1090004987461,8.591843,14.459839,0.12770516,41.433704,-32.69571,-15.000033,10.518154,-20.86064,-9.949976,39.68051,-27.701242,15.000033,6.510807,1.9238633,-6.104626,-79.04289,44.284008,-1.84641,-21.286919,-2.3779578,-6.7726727,39.437885,-43.114975,-60.10768,-17.442894,-35.296024,3.2347226,-8.966332,-37.48206
80,14.248982429504395,9.047345161437988,78.27509307861328,-1.1094841934721515,-10.974506396971337,87.66894264723385,9.742537,14.539223,1.5932118,37.788418,-30.939245,-15.000033,10.933802,-20.277739,-9.7483635,36.649227,-26.268383,15.000033,5.3310623,0.22548382,-6.0442038,-86.37101,47.077835,-5.973838,-13.413286,-4.8486104,-6.3672385,39.839375,-41.810875,-57.526527,-20.060354,-38.770065,2.5168185,-10.726972,-36.42385
81,14.283476829528809,9.116756439208984,78.2414321899414,-1.3663261931506068,-9.948906372762425,87.94772298920248,9.795148,15.091768,2.0110986,35.709328,-30.73661,-15.000033,10.582322,-18.533836,-8.03075,35.027122,-24.88273,15.000033,2.9298935,-1.3480912,-5.5176196,-87.41382,49.155903,-6.324593,-9.225221,-7.1882863,-4.2827578,37.90069,-49.926125,-57.452473,-20.35659,-36.82704,5.339359,-7.700933,-34.23461
82,14.313058853149414,9.112046241760254,77.7333755493164,-2.2900950756108283,-9.317444528328643,88.3340741087234,8.874874,16.6284,2.0481627,36.924446,-32.50943,-15.000033,8.74906,-16.189623,-4.763913,37.48855,-25.397833,15.000033,0.6909143,-1.5582188,-5.001549,-75.92779,49.030155,-0.24803355,-13.08595,-7.4373918,-3.5228024,38.392178,-61.44181,-58.12643,-15.907994,-25.841553,10.991163,-2.5424678,-28.027422
83,14.335576057434082,8.959761619567871,76.88739013671875,-1.9232240731789352,-9.57114847044279,88.5047940455711,7.592418,15.926506,1.1045576,40.59369,-35.099865,-14.139141,6.850775,-17.277767,-3.7015781,42.597168,-28.549711,15.000033,-0.52226585,-1.3136327,-4.804366,-59.41377,46.6488,7.317111,-21.204475,-8.654109,-3.086419,40.470943,-68.993385,-58.432503,-14.107838,-17.361664,14.96237,1.974935,-26.87679
84,14.419187545776367,8.669501304626465,75.89973449707031,-1.5163680459103623,-9.991217920671911,88.53273766707728,5.7135015,14.766143,-0.5662989,45.6368,-37.700413,-13.346313,4.4289436,-18.587576,-2.419913,48.741314,-31.537996,15.000033,-0.29007646,-1.304362,-4.6063914,-48.477757,42.099667,11.51732,-27.68581,-11.11526,-4.8454204,42.95784,-67.443565,-57.410313,-14.628517,-16.39457,17.898605,2.541713,-29.219728
85,14.57677936553955,8.276859283447266,74.85908508300781,-1.2243479654195322,-10.72544129488053,87.7738747334476,3.3762455,14.056786,-1.8234754,52.207897,-39.71581,-13.4362135,1.9941481,-19.854948,-1.8393322,54.59969,-35.321953,15.000033,1.6964449,-0.09121886,-3.987325,-49.136505,36.79378,11.984784,-32.542545,-14.86936,-12.655722,42.41857,-54.958187,-52.969307,-16.03808,-25.941559,16.76888,-0.80391455,-33.205704
86,14.790168762207031,7.866248607635498,74.82691192626953,-0.9395394276276968,-12.242883227483285,87.21537898005494,2.7525275,14.850854,-0.909922,55.698975,-39.564686,-14.127774,2.0728564,-21.366953,-3.266757,56.401646,-37.085304,15.000033,3.7542388,1.600285,-3.739604,-53.03709,33.8535,8.021153,-37.269066,-8.479096,-14.04907,43.72344,-39.219074,-46.864723,-12.196205,-38.36278,12.735944,-8.431155,-35.45357
87,15.027883529663086,7.571650505065918,75.4947280883789,-0.9301165595232941,-12.628237443219497,87.23780737770532,3.352285,16.242222,0.8613515,54.09797,-37.500687,-15.000033,3.4395251,-22.21272,-5.905228,54.112965,-36.503002,15.000033,4.935419,1.237023,-3.8018918,-63.68242,34.392277,2.9503608,-35.272728,-2.6559765,-11.598053,45.108627,-29.180332,-42.480434,-9.411676,-46.912697,7.7650957,-15.1674,-36.45558
88,15.188041687011719,7.4563889503479,76.74909210205078,-0.8976916834839684,-11.595496939005368,87.11893945267687,4.9596214,16.22001,2.299036,47.670654,-33.87471,-15.000033,5.6905494,-21.290983,-7.731099,46.899944,-33.53169,15.000033,5.254337,-2.1043215,-4.889048,-79.93715,37.741417,-5.1560984,-22.927753,-2.3057854,-8.526757,40.173683,-28.123404,-41.51016,-11.339557,-49.351925,2.7240252,-14.822853,-29.824247
89,15.228708267211914,7.50757360458374,77.91150665283203,-0.8836736916906109,-11.256406888640692,86.8818839474527,7.4897766,16.060165,3.524105,41.24238,-30.312286,-15.000033,8.290021,-19.835508,-8.150074,40.121582,-30.057865,15.000033,3.0601947,-5.4566,-5.590124,-92.17562,41.084816,-13.254717,-8.390029,-1.8202026,-5.6011047,40.340595,-35.838696,-42.959568,-12.279832,-46.103226,-2.6726537,-9.591294,-25.759064
90,15.109894752502441,7.715270519256592,78.55455780029297,-1.4342152734975893,-10.526191517262292,86.92982492441925,8.88621,16.682812,4.2430744,36.782597,-28.210127,-15.000033,9.983623,-17.38443,-6.9084353,34.710567,-26.339989,15.000033,0.062957905,-7.2586775,-6.0057817,-97.687904,44.087357,-17.97809,3.3411553,-2.859767,-3.1192327,38.227875,-49.946194,-46.904766,-11.366913,-35.583275,-1.3093153,-6.746298,-24.1762
91,14.83473014831543,7.988850116729736,78.46234130859375,-2.2797105482873388,-10.992559198389854,86.35221408475743,9.990828,17.199696,3.5810163,36.173405,-28.863716,-15.000033,10.974056,-15.390666,-4.5275855,33.324135,-25.538633,15.000033,-1.7799308,-6.745179,-6.3131943,-90.41127,46.02315,-15.63659,7.2755322,-3.9552138,-0.5132758,39.20725,-66.03312,-51.68528,-4.624423,-15.5605,2.5203953,-0.82098657,-27.65227
92,14.482105255126953,8.264739990234375,78.09212493896484,-2.809658255500547,-11.231943830517773,85.4959698162659,9.747591,16.817665,1.9674053,38.031677,-30.071108,-15.000033,10.985644,-15.156966,-3.96234,33.834568,-25.556059,15.000033,-2.151599,-4.672527,-6.101463,-74.85228,46.78242,-5.86019,-1.6771364,-5.8206472,-1.0513903,38.507156,-75.51658,-55.993584,-1.0598261,-4.0818896,9.006289,0.7277566,-30.766493
93,14.15146255493164,8.484844207763672,77.53099060058594,-3.3550545844889292,-10.923400178786908,85.55459587683569,9.060811,16.74789,1.0962368,39.468193,-31.574457,-15.000033,10.823511,-15.275729,-4.5067387,34.431583,-25.598537,15.000033,-2.5555434,-2.6405218,-5.4676914,-57.81,45.076904,3.7083247,-13.981947,-7.546638,-1.1090895,37.58794,-77.99171,-58.96856,-2.379373,0.11713467,16.501553,1.6189704,-30.961226
94,13.912566184997559,8.644271850585938,76.81133270263672,-3.4603647493901217,-9.747922987897185,86.16999737953412,7.3716564,16.176456,0.038389076,41.13344,-33.738407,-14.109911,9.873022,-16.494999,-5.8435817,35.718975,-26.775793,15.000033,-0.8675268,-1.1717185,-4.7607217,-47.838696,40.644966,7.969238,-22.729864,-12.209285,-3.7063348,37.196312,-69.0521,-58.939625,-9.700636,-3.7595387,22.469158,1.0580046,-31.50393
95,13.785083770751953,8.712061882019043,76.36136627197266,-3.1817827830278342,-10.26278870899194,84.92806760037021,6.588093,15.313881,-0.25324997,44.913857,-35.43486,-14.054636,8.07926,-17.327961,-4.3561363,39.77408,-28.358994,15.000033,1.4227641,0.7533903,-4.5669875,-50.242657,35.9962,8.1009035,-27.518824,-13.910469,-7.8023977,39.82417,-53.455124,-55.401733,-14.921159,-15.605272,20.897097,-1.4060355,-33.5233
96,13.817669868469238,8.756487846374512,76.05140686035156,-1.9682345597307618,-11.571997253872155,82.5012971627278,6.7595053,14.8246155,1.8925709,48.715828,-36.937714,-14.636601,6.2822666,-18.959612,-2.4733057,43.99524,-30.233332,15.000033,3.8673844,3.4408724,-4.7005105,-57.09196,34.484474,8.749102,-30.559101,-11.029296,-10.855263,42.213875,-38.279774,-50.36458,-15.053287,-29.235302,17.559252,-6.668533,-34.217144
97,13.995594024658203,8.877544403076172,75.9074478149414,0.03402323457903304,-11.720570112393027,81.58537226296954,6.7900553,13.739954,3.9801807,49.482838,-37.479263,-14.328783,5.217258,-22.50059,-3.6200202,46.064,-29.82428,15.000033,6.6660542,4.0927296,-4.8576975,-67.13522,37.62181,7.8489327,-24.629171,-11.720242,-9.955458,41.375896,-25.235165,-46.984142,-13.017211,-43.290108,11.294311,-12.731304,-29.573135
98,14.25126838684082,9.127655982971191,75.49667358398438,1.758926096483546,-10.602808359351267,80.91517907502215,6.4103913,12.661455,5.6586185,48.99271,-38.061382,-14.362072,3.5103116,-24.509825,-3.461106,47.063427,-28.78871,15.000033,7.251508,2.5559652,-4.3852897,-74.802956,42.566772,5.129675,-14.469364,-13.583009,-8.099446,39.93312,-22.725246,-45.935776,-12.60972,-51.026733,8.0397835,-13.566827,-20.718668
99,14.507164001464844,9.494016647338867,75.12847137451172,3.308149258128221,-9.204070603792607,81.46588374662501,6.2628074,11.290237,6.387884,46.972828,-38.479362,-13.635116,1.5787551,-25.881348,-3.2409596,48.683384,-27.490944,15.000033,5.688041,-0.16763592,-4.357093,-77.50543,47.915894,1.6717778,-3.980412,-14.607711,-6.532378,42.11082,-28.66717,-47.879868,-11.988395,-53.04738,5.4302483,-12.47636,-18.635536
100,14.707080841064453,9.916767120361328,75.03609466552734,3.612404985724345,-8.928961139642576,83.12865588980827,6.144136,10.832037,5.30594,46.321167,-38.555,-12.456751,0.0315147,-25.655313,-2.819434,51.82314,-26.356943,15.000033,1.6855385,-2.0388288,-5.0612683,-68.76666,52.733616,3.4144516,1.0482751,-10.561179,-4.8385215,45.571365,-42.798374,-52.832287,-10.623921,-48.59384,1.8681142,-11.8167,-20.567598
101,14.875930786132812,10.354032516479492,74.76990509033203,3.7902433969349927,-8.660414152475134,84.4118499558739,5.3283143,10.302813,3.7563207,47.347492,-39.493946,-10.938045,-1.7530472,-25.03721,-1.026034,54.777626,-27.27649,15.000033,-2.5609982,-2.1066225,-4.687569,-49.61892,55.4445,12.78956,0.1392191,-10.843646,-4.290425,44.35059,-60.674137,-58.78701,-8.254204,-38.429996,4.3998365,-11.020711,-22.640512
102,15.082396507263184,10.749959945678711,74.47061157226562,4.0337647972866275,-8.243178434519193,86.00018486703131,4.1546855,8.933324,0.98696655,48.250103,-40.584984,-10.138292,-3.2224834,-25.077656,0.34048602,57.287224,-29.51786,15.000033,-6.051543,-2.6813169,-3.652148,-31.166353,54.853764,18.330408,-0.67077637,-11.747316,-3.0380154,37.422565,-76.33629,-64.79323,-2.0743597,-25.163841,7.246323,-6.699605,-21.085108
103,15.375244140625,11.07479190826416,74.66975402832031,3.689679671718374,-8.159407549215597,87.95722193213106,3.1950905,7.9809604,-2.278002,48.624367,-39.93649,-10.863617,-3.478126,-25.448553,-0.7102683,58.59769,-32.56338,15.000033,-7.0684996,-4.048212,-3.110459,-17.242996,51.778713,14.886193,-0.043748055,-8.554123,-1.8837677,25.170069,-89.04275,-70.84502,8.671565,-7.5462503,14.372136,-2.948489,-18.178125
104,15.758663177490234,11.37391185760498,75.23069763183594,3.263895500109968,-7.788018820825808,90.15110533702146,2.9783409,8.312554,-3.8845882,46.561127,-37.523014,-13.224053,-2.8901472,-24.438559,-1.7339908,58.1138,-32.904423,15.000033,-6.1547055,-4.730726,-3.3572903,-7.8687806,50.793358,12.114399,-6.184336,0.5737938,-1.2693188,12.472275,-95.31113,-76.70607,27.342016,0.4867266,15.470119,-2.8755434,-5.154564
105,16.210098266601562,11.697185516357422,76.06388092041016,2.979962906222572,-7.697859456930482,92.84659291448052,3.128231,8.751792,-5.283111,43.67919,-33.676178,-15.000033,-1.1951221,-23.626558,-3.6900876,56.353394,-32.38112,15.000033,-5.0770383,-5.711367,-3.0799048,1.3733392,53.43796,9.057406,-16.649586,12.928105,-0.21021399,-1.2488297,-95.105446,-80.91829,48.549725,4.611432,5.925656,-3.3298814,13.579497
106,16.626327514648438,12.09696102142334,77.33641052246094,1.4484652105449765,-8.665558700580945,95.27726594821671,3.1985369,10.279723,-7.363174,42.3046,-28.399147,-15.000033,2.785563,-22.1888,-7.959599,51.916615,-30.91154,15.000033,-6.448833,-6.2899685,-1.6800228,17.483372,61.213593,10.336271,-33.52912,26.89525,0.9484016,-16.731188,-85.25785,-83.975395,66.70119,-1.5501165,-9.335301,-6.4113507,33.736965
107,17.095378875732422,12.690390586853027,78.57665252685547,0.9278508639148162,-7.965152682631056,97.64369567285996,0.94640994,11.69584,-7.8358583,41.222935,-22.874134,-15.000033,5.999297,-20.249527,-10.421008,45.478355,-28.987455,15.000033,-7.6993704,-6.900318,-0.92957747,27.410309,68.28495,14.30003,-43.785366,28.007032,1.1402738,-17.574923,-74.60558,-86.24189,71.06137,-10.715864,-14.554956,-6.080603,35.984913
108,17.528736114501953,13.46930980682373,79.79781341552734,1.5132640328499398,-5.389933016074941,99.17229306422816,-1.9546509,13.571893,-5.682901,39.755272,-18.354803,-15.000033,7.8995214,-19.070951,-12.397902,37.71716,-26.363298,15.000033,-8.190847,-7.4156904,-1.1416055,31.649513,72.61724,16.337519,-50.176456,23.416588,0.6005552,-12.948969,-54.424595,-88.2802,64.009766,-21.495253,-14.142345,-5.5522447,32.576023
109,17.816322326660156,14.346080780029297,80.28543853759766,1.320107878396754,-2.863841385197725,100.05110692490673,-3.776043,15.4959545,-5.224646,39.75808,-15.089243,-15.000033,9.829604,-17.48144,-14.390846,30.751215,-24.08286,15.000033,-7.1944785,-7.186812,-1.0421752,28.95334,71.91952,12.031738,-53.78009,16.736708,-0.21214885,-1.2502596,-19.118261,-87.48346,43.48688,-37.07656,-16.489775,-3.4123473,20.002075
110,17.924787521362305,15.1835355758667,79.72277069091797,0.05075052835956858,-1.5175703605478483,99.7170323478845,-4.942313,16.508957,-6.8071246,40.29744,-15.038245,-15.000033,10.746458,-16.063154,-16.096352,28.726555,-24.74172,14.813621,-4.973739,-5.9470124,0.032810986,25.602312,66.16301,5.775973,-56.717003,10.538599,-2.3689554,7.618659,17.643776,-80.414375,18.644108,-52.396545,-15.102352,-4.540153,4.9989104
111,17.83740997314453,15.863269805908203,78.63666534423828,-1.9267156242438874,-1.0523104635229175,98.18534628857991,-5.636408,17.43802,-9.139034,40.88385,-15.972031,-15.000033,10.650238,-14.440266,-15.948528,29.492584,-27.441328,14.222409,-2.2024899,-3.3024917,1.3791255,23.85052,56.252804,-0.056367915,-58.202,6.954446,-6.2850547,16.070667,30.112806,-67.013435,10.726572,-60.000134,-8.34698,-11.167028,-8.7358055
112,17.597667694091797,16.304180145263672,77.40277862548828,-3.4852117861281213,-2.144606005776397,94.51910976764137,-5.4072742,18.3932,-11.97136,43.70831,-18.603144,-15.000033,9.216365,-13.45363,-12.387597,33.6363,-32.356518,13.866969,0.4466563,-0.7315214,3.2542243,21.09683,44.07063,-4.0912776,-57.433365,3.3404322,-12.99092,27.86836,21.950468,-50.757904,15.266415,-60.000134,1.1556057,-19.084316,-19.776337
113,17.245752334594727,16.502092361450195,76.46497344970703,-3.6170855151082644,-3.5536737600055917,91.27932852545825,-4.6597137,17.475195,-13.870298,47.704964,-23.208391,-15.000033,7.879228,-13.773181,-8.619725,37.82457,-36.11529,13.947219,2.0658731,0.25612816,4.642676,17.363897,34.8105,-5.319849,-54.657097,0.13932179,-16.434813,33.2954,16.642244,-37.720505,17.848913,-60.000134,4.347174,-20.271576,-23.978682
